Time,Temp
0:00,1.3
0:05,2.4
0:10,4.5
0:15,5.8
0:20,7
0:25,8.4
0:30,9.8
0:35,11.1
0:40,12.6
0:45,14
0:50,15.3
0:55,16.7
1:00,18.1
1:05,19.4
1:10,20.7
1:15,22
1:20,23.3
1:25,24.7
1:30,25.7
1:35,27.1
1:40,28.1
1:45,29.3
1:50,30.5
,
