Time,Temp
0:00,11.2
0:05,12
0:10,13.2
0:15,14.4
0:20,15.7
0:25,17
0:30,18.1
0:35,19.4
0:40,20.5
0:45,21.7
0:50,22.7
0:55,24
1:00,25.1
1:05,26.1
1:10,27.3
1:15,28.3
1:20,29.2
1:25,30.4
1:30,31.2
1:35,32.1
1:40,33.1
