Time,Temp
0:00,2.8
0:05,4
0:10,5.2
0:15,6.5
0:20,7.9
0:25,9.2
0:30,10.5
0:35,11.8
0:40,13.1
0:45,14.3
0:50,15.5
0:55,16.8
1:00,17.9
1:05,19.1
1:10,20.2
1:15,21.4
1:20,22.7
1:25,23.6
1:30,24.7
1:35,25.9
1:40,26.9
1:45,27.7
1:50,28.9
1:55,29.8
2:00,30.8
