Time,Temp
0:00,6
0:05,6.7
0:10,7.9
0:15,9.1
0:20,10.4
0:25,11.6
0:30,12.9
0:35,14.1
0:40,15.2
0:45,16.3
0:50,17.5
0:55,18.6
1:00,19.7
1:05,20.9
1:10,21.9
1:15,23
1:20,24
1:25,25
1:30,26
1:35,27
1:40,28
1:45,28.9
1:50,29.9
1:55,30.8
