Time,Temp
0:00,3.1
0:05,4.1
0:10,5.4
0:15,6.7
0:20,8
0:25,9.2
0:30,10.6
0:35,11.9
0:40,13
0:45,14.3
0:50,15.4
0:55,16.6
1:00,17.8
1:05,19
1:10,20
1:15,21.3
1:20,22.3
1:25,23.4
1:30,24.5
1:35,25.6
1:40,26.6
1:45,27.6
1:50,28.5
1:55,29.5
2:00,30.5
