Time,Temperature
0:00:00,1
0:05:00,1.9
0:10:00,3.3
0:15:00,4.8
0:20:00,6.2
0:25:00,7.7
0:30:00,9.2
0:35:00,10.7
0:40:00,11.9
0:45:00,
0:50:00,15
0:55:00,16
1:00:00,17.4
1:05:00,18.7
1:10:00,20
1:15:00,21.2
1:20:00,22.5
1:25:00,23.7
1:30:00,
1:35:00,26
1:40:00,27.3
1:45:00,28.3
1:50:00,29.3
1:55:00,30.4
