Time,Temperature
0:00:00,6.2
0:05:00,6.9
0:10:00,8.2
0:15:00,9.7
0:20:00,11.1
0:25:00,12.3
0:30:00,13.7
0:35:00,15.1
0:40:00,16.3
0:45:00,17.6
0:50:00,18.8
0:55:00,20.1
1:00:00,21.3
1:05:00,22.5
1:10:00,23.6
1:15:00,24.8
1:20:00,26
1:25:00,27.4
1:30:00,28.2
1:35:00,29.3
1:40:00,30.4
