Time,Temp
0:00,11
0:05,11.7
0:10,13
0:15,14.3
0:20,15.6
0:25,17
0:30,18.2
0:35,19.4
0:40,21.1
0:45,22
0:50,23.2
0:55,24.5
1:00,25
1:05,26.7
1:10,27.7
1:15,28.9
1:20,30
1:25,31
1:30,32
1:35,33.1
1:40,34
1:45,34.9
1:50,35.9
,
