Time,Temperature
0:00:00,0.7
0:05:00,1.7
0:10:00,3.1
0:15:00,4.5
0:20:00,5.9
0:25:00,7.3
0:30:00,8.8
0:35:00,10.2
0:40:00,11.6
0:45:00,13
0:50:00,14.3
0:55:00,15.8
1:00:00,17.1
1:05:00,18.3
1:10:00,19.6
1:15:00,20.9
1:20:00,22.2
1:25:00,23.3
1:30:00,24.5
1:35:00,25.8
1:40:00,26.9
1:45:00,28
1:50:00,29.1
1:55:00,30.2
2:00:00,31.3
