Time,Temp
0:00,11.2
0:05,12
0:10,13.3
0:15,14.6
0:20,15.9
0:25,17.2
0:30,18.5
0:35,19.7
0:40,21
0:45,22.2
0:50,23.4
0:55,24.7
1:00,25.9
1:05,26.8
1:10,28
1:15,29.1
1:20,30.2
1:25,31.5
1:30,32
,
