Time,Temp
0:00,2.9
0:05,3.7
0:10,5.3
0:15,6.5
0:20,7.9
0:25,9.4
0:30,10.7
0:35,12
0:40,13.4
0:45,14.7
0:50,16
0:55,17.2
1:00,18.5
1:05,19.8
1:10,21
1:15,22.2
1:20,23.4
1:25,24.6
1:30,25.8
1:35,26.9
1:40,28.1
1:45,29.1
1:50,30.1
1:55,31.1
2:00,32
