Time,Temp
0:00,10.7
0:05,11.5
0:10,12.7
0:15,14
0:20,15.2
0:25,16.4
0:30,17.6
0:35,18.7
0:40,19.9
0:45,21.1
0:50,22.3
0:55,23.3
1:00,24.7
1:05,25.9
1:10,26.6
1:15,27.6
1:20,28.6
1:25,29.6
1:30,30.6
1:35,31.5
