Time,Temp
0:00,2.5
0:05,3.4
0:10,4.8
0:15,6.1
0:20,7.5
0:25,9
0:30,10.3
0:35,11.7
0:40,13
0:45,14.4
0:50,15.8
0:55,17.2
1:00,18.2
1:05,19.8
1:10,21.1
1:15,22.4
1:20,23.7
1:25,25
1:30,26.2
1:35,27.3
1:40,28.7
1:45,29.7
,
,
