Time,Temp
0:00,11.2
0:05,12.1
0:10,13.5
0:15,15
0:20,16.4
0:25,17.7
0:30,19.2
0:35,20.6
0:40,21.8
0:45,23.1
0:50,24.5
0:55,25.7
1:00,27
1:05,28.2
1:10,29.4
1:15,30.6
1:20,31.7
1:25,32.7
1:30,33.8
1:35,34.8
