Time,Temp
0:00,12.2
0:05,12.8
0:10,14
0:15,15.3
0:20,16.5
0:25,17.7
0:30,18.9
0:35,20.1
0:40,21.2
0:45,22.6
0:50,23.6
0:55,24.8
1:00,25.7
1:05,26.8
1:10,27.8
1:15,28.9
1:20,29.9
1:25,30.8
1:30,31.7
1:35,32.7
,
,
,
,
,
