experiment_date,lab_temp,experiment,salt,treatment,replicate,tube,ctmax_minute,ctmax_second
1/20/24,4,1,RoadSalt,salt,A,1,67,23
1/20/24,4,1,RoadSalt,control,A,2,65,36
1/20/24,4,1,RoadSalt,salt,A,3,68,59
1/20/24,4,1,RoadSalt,salt,B,4,50,20
1/20/24,4,1,RoadSalt,control,A,5,60,50
1/20/24,4,1,RoadSalt,control,A,6,55,31
1/20/24,4,1,RoadSalt,salt,B,7,62,7
1/20/24,4,1,RoadSalt,control,B,8,63,46
1/20/24,4,1,RoadSalt,salt,B,9,69,39
1/20/24,4,1,RoadSalt,control,B,10,64,36
